Wall time,Step,Value
1607587162.6122355,0,0.26303020119667053
1607587357.1705883,1,0.4751113951206207
1607587549.9850206,2,0.2631697654724121
1607587747.5072505,3,0.014679120853543282
1607587940.6928766,4,0.5272154808044434
1607588136.6296127,5,0.5850532054901123
1607588332.1047957,6,0.28289780020713806
1607588525.0145204,7,0.4470820724964142
1607588719.237143,8,0.41706758737564087
1607588912.9279084,9,0.07426684349775314
1607589112.344295,10,0.3638191819190979
1607589306.517713,11,0.36140453815460205
1607589500.0001662,12,0.21882875263690948
1607589696.7634501,13,0.28749969601631165
1607589893.4744642,14,0.6360139846801758
1607590090.7180948,15,0.24633772671222687
1607590285.8441432,16,0.8232057690620422
1607590483.9391532,17,0.6487926840782166
1607590679.4434943,18,0.6182129979133606
1607590875.1395907,19,0.546360194683075
1607591069.5204244,20,0.6918624639511108
1607591265.9965208,21,0.2590852677822113
1607591464.48132,22,0.41823676228523254
1607591659.7617764,23,0.5589016079902649
1607591856.6961117,24,0.26774829626083374
1607592052.4703538,25,0.4349052309989929
1607592249.6251044,26,0.40692010521888733
1607592445.0970373,27,0.6779201626777649
1607592639.9217243,28,0.4526793956756592
1607592836.833482,29,0.23695069551467896
1607593035.037278,30,0.4307822585105896
1607593230.3897152,31,0.36237868666648865
1607593424.1767461,32,0.3886333107948303
1607593619.616147,33,0.49226072430610657
1607593816.434276,34,0.18216457962989807
1607594013.1724193,35,0.49736130237579346
1607594210.0195966,36,0.6288745403289795
1607594404.7555664,37,0.5158357620239258
1607594608.898636,38,0.1753600686788559
1607594809.4307084,39,0.8979824185371399
1607595004.931602,40,0.8236082792282104
1607595202.1373467,41,0.43890202045440674
1607595397.1743073,42,0.45791032910346985
1607595595.495759,43,0.38267579674720764
1607595792.5626445,44,0.46453261375427246
1607595989.0335236,45,0.47022315859794617
1607596184.527298,46,0.7416977286338806
1607596380.603798,47,0.2463701218366623
1607596579.3990061,48,0.7262609601020813
1607596778.5481,49,0.32039976119995117
1607596976.7712374,50,0.230677992105484
1607597177.2207186,51,0.19521354138851166
1607597380.1763337,52,0.5132611393928528
