Wall time,Step,Value
1609103430.4114046,0,0.6739088296890259
1609103604.2170126,1,0.9815338253974915
1609103845.3825178,2,0.6524167060852051
1609104023.125352,3,1.2485804557800293
1609104284.6988993,4,1.093851923942566
1609104461.9220622,5,1.2110360860824585
1609104707.8686633,6,0.9870388507843018
1609104887.3368325,7,0.6147208213806152
1609105143.1744366,8,1.312207579612732
1609105321.4629898,9,0.4566260576248169
1609105569.327831,10,2.247103691101074
1609105724.47925,11,2.019857406616211
1609105937.2836385,12,0.6032748222351074
1609106088.2881846,13,2.240143060684204
1609106290.0813575,14,0.9001193046569824
1609106438.302453,15,0.2670729160308838
1609106641.6910183,16,0.6806324124336243
1609106801.214498,17,-0.36089539527893066
1609107066.1943455,18,-0.36904171109199524
1609107261.153264,19,-0.008361932821571827
1609107530.086251,20,0.9804582595825195
1609107721.3789423,21,0.7189413905143738
1609107985.4633088,22,0.8462526202201843
1609108182.3766642,23,0.5481555461883545
1609108454.7627974,24,1.1277985572814941
1609108654.466739,25,1.0419856309890747
1609108919.6823144,26,0.3691413700580597
1609109114.2954106,27,0.4862135946750641
1609109381.7158058,28,0.08265426754951477
1609109580.1250954,29,0.967540442943573
1609109851.976245,30,0.9510747194290161
1609110049.0625677,31,0.012530975043773651
1609110320.8049738,32,1.0222573280334473
1609110518.8711143,33,0.53131103515625
1609110784.3932064,34,1.0804625749588013
1609110985.3352575,35,1.1538466215133667
1609111262.9921753,36,0.6916125416755676
1609111467.2945771,37,0.7665296792984009
1609111686.682311,38,0.6503820419311523
1609111837.414543,39,0.41623032093048096
1609112044.1120105,40,0.5601857304573059
1609112197.4574747,41,1.0502161979675293
1609112412.3923242,42,0.04462740942835808
1609112569.2952373,43,0.5126694440841675
1609112781.6071358,44,0.4338001310825348
1609112940.2100537,45,0.0724690780043602
1609113154.8906417,46,0.7625691890716553
1609113310.9174535,47,0.9216649532318115
1609113601.827448,48,0.9791121482849121
1609113803.4967542,49,0.9177418351173401
1609114081.3353345,50,-0.01829746924340725
1609114272.3720834,51,0.05653166398406029
1609114558.649277,52,0.3646964430809021
1609114767.0824633,53,0.18980258703231812
1609115006.186004,54,0.7417401671409607
1609115158.954019,55,0.5308721661567688
1609115368.2035882,56,1.204889178276062
1609115523.625104,57,0.43869924545288086
1609115733.6502285,58,0.48967668414115906
1609115888.9181857,59,0.2751920521259308
1609116145.9899971,60,0.5253435373306274
1609116339.2386174,61,0.581216037273407
1609116614.4994338,62,0.8930402994155884
1609116820.6664958,63,0.6381032466888428
1609117108.073044,64,0.5427250862121582
1609117293.7707899,65,0.3644578456878662
1609117515.1685529,66,0.9727518558502197
1609117676.4398828,67,0.4358885586261749
1609117896.5175002,68,0.35990995168685913
1609118059.794402,69,0.2748497426509857
1609118278.7221966,70,-0.15100938081741333
1609118436.702145,71,0.6716983318328857
1609118654.0111513,72,0.06275184452533722
1609118856.2522962,73,0.3333919942378998
1609119144.1966727,74,0.33551642298698425
1609119342.7598507,75,1.4515202045440674
1609119627.2855492,76,0.46557578444480896
1609119779.9953794,77,0.5242702960968018
1609119986.5780697,78,0.7323518395423889
1609120140.2651815,79,1.0405570268630981
1609120353.289565,80,1.058356761932373
1609120507.2123728,81,1.0612828731536865
1609120727.181961,82,1.554996132850647
1609120934.8268216,83,1.0717978477478027
1609121221.707498,84,1.2468607425689697
1609121422.4505205,85,1.1808059215545654
1609121705.089263,86,1.0616062879562378
1609121908.4681468,87,2.3142714500427246
1609122196.0181844,88,2.5077052116394043
1609122400.4689536,89,1.1573028564453125
1609122690.861347,90,1.4262148141860962
1609122899.5620797,91,2.5684871673583984
1609123182.522316,92,1.3756964206695557
1609123386.3775482,93,1.2879120111465454
1609123668.0987873,94,0.7166693210601807
1609123869.1768136,95,1.4686756134033203
1609124148.8997047,96,2.423919439315796
1609124318.2099473,97,1.8229151964187622
1609124521.0877314,98,1.5787700414657593
1609124672.0546265,99,0.8053871393203735
1609124877.4950783,100,2.93218994140625
1609125028.1080813,101,1.6897737979888916
1609125231.141773,102,3.1889710426330566
1609125381.994714,103,2.4200615882873535
1609125588.0071511,104,2.91155743598938
1609125736.5961556,105,1.5101659297943115
1609125939.0765665,106,1.746606469154358
1609126087.51212,107,2.0636205673217773
1609126289.2540638,108,1.6003355979919434
1609126438.2264616,109,2.109785795211792
1609126642.9672806,110,2.8029115200042725
1609126791.747368,111,2.0649704933166504
1609126993.6444442,112,1.5908620357513428
1609127142.9721913,113,2.810356616973877
1609127345.4350169,114,1.8613550662994385
1609127495.7855303,115,3.26458740234375
1609127698.3223221,116,1.7262444496154785
1609127847.5693696,117,1.8996422290802002
1609128049.9263265,118,2.1834464073181152
1609128200.2565396,119,3.1278624534606934
1609128403.5751305,120,1.619446873664856
1609128554.0052207,121,2.164663791656494
1609128757.8264678,122,3.417955160140991
1609128908.2270606,123,1.9448843002319336
1609129112.7520845,124,2.207627534866333
1609129263.0028803,125,2.149864673614502
1609129466.6901736,126,2.1951417922973633
1609129617.3826008,127,1.8034597635269165
1609129822.8591633,128,2.2753729820251465
1609129974.0592732,129,1.7767910957336426
1609130181.002524,130,4.072284698486328
1609130332.1183803,131,4.4801106452941895
1609130537.850987,132,3.571561336517334
1609130690.5243044,133,1.9254199266433716
1609130899.0311623,134,2.9726035594940186
1609131052.121098,135,4.315936088562012
1609131260.6749249,136,2.258787155151367
1609131413.4128811,137,4.401358127593994
1609131623.1696086,138,2.064793348312378
1609131776.2418358,139,2.3276278972625732
1609131985.0720778,140,4.0488176345825195
1609132140.2374117,141,2.437432050704956
1609132349.7416844,142,2.1548924446105957
1609132501.7862256,143,2.2980172634124756
1609132710.15012,144,1.3642334938049316
1609132863.4031157,145,2.156885862350464
1609133072.2010143,146,2.2496492862701416
1609133225.649291,147,2.996159791946411
1609133433.5977364,148,2.2868854999542236
1609133586.2220047,149,2.205873966217041
1609133796.4676132,150,5.039997577667236
1609133948.7296834,151,3.1683831214904785
1609134157.5363288,152,2.8291666507720947
1609134311.0389273,153,2.3251912593841553
1609134519.022026,154,2.44771146774292
1609134671.8910363,155,2.540850877761841
1609134889.4764156,156,2.4116885662078857
1609135046.3807762,157,1.5175142288208008
1609135255.8460586,158,2.6722607612609863
1609135408.8069236,159,2.5681838989257812
1609135618.48053,160,2.7150590419769287
1609135773.246948,161,1.63841712474823
1609135982.8015718,162,2.5471911430358887
1609136135.8251672,163,3.1838719844818115
1609136344.6737344,164,2.651017189025879
1609136502.389159,165,2.6179702281951904
1609136713.7442565,166,3.0918703079223633
1609136867.87887,167,2.772275686264038
1609137080.238356,168,3.5273449420928955
1609137236.720216,169,3.46260929107666
1609137451.8911233,170,5.283560752868652
1609137608.8984497,171,3.1859354972839355
1609137821.9882855,172,3.6092031002044678
1609137977.7367296,173,2.242840528488159
1609138189.5934722,174,3.0375325679779053
1609138344.42309,175,3.2299721240997314
1609138560.2724497,176,4.121854782104492
1609138713.8659945,177,3.2434356212615967
1609138923.002757,178,3.612056255340576
1609139078.480098,179,5.334214210510254
1609139289.679827,180,2.5775701999664307
1609139444.0813692,181,2.582587480545044
1609139654.1931624,182,2.77329683303833
1609139808.554789,183,3.1849608421325684
1609140017.889738,184,2.719526767730713
1609140172.4337516,185,5.233077049255371
1609140381.973279,186,2.56752610206604
1609140535.3765676,187,2.67179536819458
1609140747.869802,188,1.8732973337173462
1609140903.1512196,189,5.433891773223877
1609141116.0854971,190,4.493683338165283
1609141273.145394,191,1.9348870515823364
1609141487.0485,192,2.7239229679107666
1609141644.2144873,193,2.7041778564453125
1609141857.2046251,194,3.745028495788574
1609142013.147494,195,2.8616976737976074
1609142226.8300052,196,2.8507673740386963
1609142382.348773,197,5.227048873901367
1609142598.1386828,198,2.9526331424713135
1609142754.2650366,199,2.6582202911376953
1609142967.7570302,200,2.8043582439422607
1609143123.5594082,201,2.7140393257141113
1609143335.5619287,202,3.268143892288208
1609143490.5703592,203,2.889859676361084
1609143703.0942845,204,3.382185935974121
1609143857.993706,205,2.9256670475006104
1609144073.1809168,206,3.642075538635254
1609144232.3210993,207,2.59102725982666
1609144450.2281718,208,1.9112300872802734
1609144609.1822302,209,4.7493367195129395
1609144826.7498631,210,2.885885715484619
1609144986.4695234,211,2.8687758445739746
1609145205.12915,212,3.913965940475464
1609145364.1149478,213,5.457653522491455
1609145581.9596581,214,3.7321183681488037
1609145740.597629,215,2.8435206413269043
1609145956.8604712,216,2.136474847793579
1609146112.9149916,217,3.27632474899292
1609146329.3154147,218,3.9283742904663086
1609146486.8522248,219,3.3742456436157227
1609146721.715327,220,3.504401206970215
1609146890.4435859,221,2.8803787231445312
1609147137.5113056,222,4.089967250823975
1609147326.326766,223,3.3997156620025635
1609147609.9967892,224,2.9564361572265625
1609147766.8388324,225,2.94170880317688
1609147981.7939496,226,3.9279372692108154
1609148139.2151275,227,2.2660672664642334
1609148352.7653863,228,3.3410160541534424
1609148508.6981924,229,4.197973728179932
1609148720.9303627,230,5.130241394042969
1609148877.3974707,231,2.356700897216797
1609149089.4218328,232,6.102270603179932
1609149244.7071056,233,3.4580276012420654
1609149457.5366056,234,3.074951410293579
1609149612.4704278,235,5.078613758087158
1609149824.2950277,236,3.1577372550964355
1609149980.743576,237,2.8720271587371826
1609150193.2431438,238,3.217545509338379
1609150349.6262333,239,2.4936604499816895
1609150562.6387482,240,3.598484992980957
1609150719.4144876,241,3.12003493309021
1609150932.6323154,242,3.3761985301971436
1609151088.7729933,243,3.1209828853607178
1609151301.4385746,244,3.035357713699341
1609151458.6389928,245,6.180109977722168
1609151672.5192885,246,4.308107852935791
1609151829.647878,247,5.357313632965088
1609152044.383413,248,5.027956008911133
1609152201.3673005,249,2.459613561630249
1609152414.783263,250,3.376478910446167
1609152572.5800831,251,2.092123031616211
1609152786.1945355,252,2.887720823287964
1609152941.9935384,253,4.390143871307373
1609153155.0141902,254,2.8914225101470947
1609153312.6522715,255,2.9942102432250977
1609153525.7945445,256,2.3252451419830322
1609153681.4762123,257,4.824218273162842
1609153894.680799,258,3.221745014190674
1609154049.8987772,259,3.3100857734680176
1609154263.3961842,260,3.2929816246032715
1609154418.7396352,261,2.4510605335235596
1609154631.7567546,262,3.905313491821289
1609154787.8476155,263,4.40745735168457
1609155001.2378416,264,2.8030993938446045
1609155157.3858294,265,3.7943172454833984
1609155370.1539767,266,3.85319185256958
1609155525.4340646,267,3.258481740951538
1609155738.106633,268,3.1550092697143555
1609155894.0677667,269,3.705734968185425
1609156107.5351477,270,5.89371919631958
1609156263.394733,271,3.1569652557373047
1609156476.2864122,272,3.490661382675171
1609156632.1292875,273,5.134005546569824
1609156843.9724836,274,3.148972749710083
1609156998.9813457,275,3.2292611598968506
1609157210.9221091,276,6.284534454345703
1609157366.2500386,277,3.846674919128418
1609157578.2857413,278,1.9969983100891113
1609157734.3419044,279,4.127615928649902
1609157947.9193585,280,3.4059014320373535
1609158103.9135935,281,3.5760016441345215
1609158316.5748484,282,2.5160562992095947
1609158471.9621334,283,2.8643860816955566
1609158684.5854712,284,2.3481340408325195
1609158841.1549428,285,3.1019301414489746
1609159053.5561686,286,4.007158279418945
1609159208.807981,287,5.776759624481201
1609159421.6282918,288,3.254162549972534
1609159578.1433342,289,6.386429786682129
1609159790.409163,290,2.2457187175750732
1609159946.4559245,291,2.8915228843688965
1609160158.7287252,292,2.98999285697937
1609160315.3071394,293,3.2078590393066406
1609160528.2338755,294,1.9455395936965942
1609160684.5207264,295,2.31419038772583
1609160896.8975878,296,3.228457450866699
1609161053.304772,297,2.563737392425537
1609161265.1393182,298,3.713834285736084
