Wall time,Step,Value
1607763785.221648,0,0.34278374910354614
1607764074.7800853,1,0.4729909300804138
1607764384.811268,2,0.2937481701374054
1607764648.5192144,3,0.09095505625009537
1607764896.2818022,4,0.4855133593082428
1607765142.911925,5,0.5982510447502136
1607765384.7542765,6,0.22618018090724945
1607765632.32004,7,0.40354907512664795
1607765878.591275,8,0.41382238268852234
1607766127.6881804,9,0.14843285083770752
1607766375.4236085,10,0.43377044796943665
1607766624.2053256,11,0.6417800784111023
1607766875.385635,12,0.2747247815132141
1607767123.314749,13,0.38037416338920593
1607767370.7621236,14,0.656787097454071
1607767617.5449908,15,0.36811375617980957
1607767863.2686903,16,0.8342848420143127
1607768112.758148,17,0.585431694984436
1607768363.4369173,18,0.7079280018806458
1607768609.1898773,19,0.5888121128082275
1607768854.9645512,20,0.7289252877235413
1607769100.165452,21,0.30162766575813293
1607769346.3567538,22,0.39477092027664185
1607769592.8504567,23,0.5710732936859131
1607769835.5452101,24,0.3156145215034485
1607770083.4330728,25,0.40610480308532715
1607770328.5066066,26,0.43828749656677246
1607770572.8472846,27,0.6414539813995361
1607770815.7606642,28,0.5150319933891296
1607771065.4910324,29,0.23298297822475433
1607771312.2212775,30,0.37216612696647644
1607771557.3558636,31,0.3366508483886719
1607771802.2474532,32,0.3968124985694885
1607772049.7368865,33,0.482232004404068
1607772295.9245503,34,0.14049425721168518
1607772542.2874787,35,0.4200165867805481
1607772787.0179458,36,0.5633693337440491
1607773031.9582508,37,0.5158925652503967
1607773279.6232083,38,0.233248770236969
1607773524.369565,39,0.7724481225013733
1607773768.388021,40,0.8619405031204224
1607774012.6561024,41,0.4013027548789978
1607774258.1916122,42,0.32278263568878174
1607774503.5098004,43,0.41000428795814514
1607774747.783071,44,0.4590347409248352
1607774997.2258408,45,0.4084100127220154
1607775245.7771146,46,0.7214543223381042
1607775493.109334,47,0.21735143661499023
1607775739.7668073,48,0.7217071652412415
1607775983.585404,49,0.2481781393289566
1607776228.234198,50,-0.050683874636888504
1607776474.5443394,51,0.14468501508235931
1607776720.6498985,52,0.47129547595977783
1607776965.9538524,53,0.40589606761932373
1607777212.3995228,54,0.295265257358551
1607777455.9470832,55,0.768783450126648
1607777703.5021727,56,0.2845573425292969
1607777948.9765759,57,0.1110481545329094
1607778193.0069013,58,0.20340180397033691
1607778438.336705,59,0.4147937297821045
1607778683.656186,60,0.1566116362810135
1607778930.1859612,61,0.7268272042274475
1607779176.943349,62,0.21626663208007812
1607779425.4882894,63,0.8128306865692139
1607779670.4299054,64,0.45263543725013733
1607779914.4438648,65,0.9040803909301758
1607780158.6888103,66,0.21682021021842957
1607780404.8323932,67,0.9136475324630737
1607780651.5752404,68,0.8941096067428589
1607780894.880342,69,0.16757994890213013
1607781139.7014985,70,0.26682478189468384
1607781383.4032552,71,0.813282310962677
1607781629.1386418,72,0.9125632047653198
1607781875.863046,73,0.47717827558517456
1607782119.82473,74,0.9473972320556641
1607782363.847706,75,0.5513879060745239
1607782608.4376442,76,0.5522893071174622
1607782853.4765723,77,0.26009154319763184
1607783095.9633381,78,0.6532763838768005
1607783340.37191,79,0.8857552409172058
1607783583.1095955,80,0.6171937584877014
1607783830.0215712,81,0.6971349120140076
1607784074.1577237,82,0.5565276741981506
1607784320.8974667,83,0.44240978360176086
1607784565.5685902,84,0.47699856758117676
1607784809.3885553,85,0.3666841983795166
1607785054.8335812,86,0.5066189765930176
1607785302.0151596,87,0.22517265379428864
1607785547.2007892,88,0.7737215757369995
1607785791.9667659,89,0.28608816862106323
1607786037.2187955,90,0.7002977728843689
1607786282.1125834,91,0.6228577494621277
1607786525.9694593,92,0.6787524819374084
1607786770.2525284,93,0.47886183857917786
1607787017.3032591,94,0.030922234058380127
1607787263.6949704,95,0.2791438400745392
1607787508.4772515,96,1.0583231449127197
1607787754.2299902,97,0.8801401853561401
1607787999.928269,98,0.3156070113182068
1607788245.103572,99,0.2931664288043976
1607788488.6957366,100,0.5869885683059692
1607788733.4322073,101,0.4435085356235504
1607788977.5613682,102,0.9953994750976562
1607789223.6589794,103,0.15793751180171967
1607789468.8431911,104,0.7137823700904846
1607789713.8354867,105,0.2813248634338379
1607789961.5377986,106,0.683506429195404
1607790204.7206628,107,0.6834957599639893
1607790449.1737294,108,0.26424211263656616
1607790693.8627834,109,0.8513287305831909
1607790937.5038178,110,0.7202326059341431
1607791181.5034435,111,0.672754168510437
1607791425.400718,112,0.9703242182731628
1607791671.739279,113,0.37451913952827454
1607791915.7432587,114,0.5439563393592834
1607792160.944251,115,0.4370519518852234
1607792404.760768,116,0.926800012588501
1607792647.905644,117,0.9830806851387024
1607792974.3852448,118,0.578462541103363
1607793318.2039762,119,0.7255405783653259
1607793627.622285,120,0.6012513637542725
1607793890.1240196,121,0.08601365983486176
1607794135.90892,122,0.4323601722717285
1607794380.2770257,123,0.5589762926101685
1607794624.6547205,124,0.4980706572532654
1607794869.466024,125,0.37493595480918884
