Wall time,Step,Value
1608302962.572469,0,0.808670163154602
1608303073.701318,1,0.6839020848274231
1608303233.0066025,2,0.5434543490409851
1608303351.116861,3,-0.10949783772230148
1608303508.7553194,4,-0.0630592405796051
1608303625.1531959,5,0.003423061454668641
1608303785.2735832,6,1.5645514726638794
1608303902.0820282,7,0.19972573220729828
1608304059.742048,8,-0.18608000874519348
1608304185.4340887,9,0.778107225894928
1608304385.663339,10,-0.13916461169719696
1608304502.3271918,11,-0.12709420919418335
1608304678.5211802,12,0.255752295255661
1608304812.0694695,13,0.26543349027633667
1608304995.3404877,14,1.518805980682373
1608305111.0310223,15,0.0598582960665226
1608305285.6865668,16,-0.24387173354625702
1608305420.3470318,17,0.24579837918281555
1608305593.8322365,18,0.575856626033783
1608305713.8773901,19,-0.03787614032626152
1608305898.259902,20,0.9883547425270081
1608306008.190757,21,0.46376845240592957
1608306147.7729135,22,0.7596406936645508
1608306250.7819853,23,0.4055399000644684
1608306393.924581,24,0.08361906558275223
1608306499.8155172,25,0.42266660928726196
1608306640.0349169,26,-0.16519427299499512
1608306743.9368286,27,0.6500778794288635
1608306889.4051855,28,0.35037437081336975
1608306992.9978416,29,0.47476455569267273
1608307183.3458364,30,0.20758233964443207
1608307313.9768085,31,0.616889238357544
1608307493.3970783,32,0.0063432808965444565
1608307626.2499552,33,-0.07455942779779434
1608307860.5405147,34,0.47988060116767883
1608308000.099194,35,0.6769295930862427
1608308160.9726996,36,0.32513996958732605
1608308286.3173766,37,0.6381804347038269
1608308457.8409393,38,0.1796685755252838
1608308587.1669812,39,0.6318426132202148
1608308748.5838985,40,0.6267983913421631
1608308873.9744766,41,0.3056827187538147
1608309041.9177136,42,0.31149327754974365
1608309169.456498,43,0.10231748968362808
1608309325.5341883,44,0.26950958371162415
1608309458.7965875,45,0.8777719736099243
1608309636.007816,46,0.14489060640335083
1608309760.517149,47,0.5935108661651611
1608309933.8788922,48,0.5417715907096863
1608310061.226043,49,0.7516301870346069
