Wall time,Step,Value
1607390684.6458979,0,0.2347394824028015
1607390760.492792,1,0.44645705819129944
1607390833.385272,2,0.6243067979812622
1607390906.0391417,3,0.4010395407676697
1607390986.5199466,4,0.5675685405731201
1607391056.0237987,5,0.7010438442230225
1607391126.4053895,6,0.4206169545650482
1607391195.8123178,7,0.47436410188674927
1607391265.5384896,8,0.47375112771987915
1607391336.380562,9,0.3505488932132721
1607391406.9102132,10,0.6247830986976624
1607391476.5463655,11,0.6567150950431824
1607391546.429827,12,0.20298640429973602
1607391616.5629618,13,0.282941609621048
1607391686.5556917,14,0.9650096297264099
1607391756.47146,15,0.7405157685279846
1607391826.0132165,16,0.9990955591201782
1607391896.87066,17,0.7023696899414062
1607391968.6097791,18,0.6315392255783081
1607392038.7335908,19,0.9164211750030518
1607392109.8661377,20,0.8240347504615784
1607392180.8324993,21,0.407867968082428
1607392251.1231678,22,0.47322043776512146
1607392321.5267527,23,0.7183825373649597
1607392391.7316408,24,0.7576602101325989
1607392462.3556702,25,0.4593789279460907
1607392541.3023994,26,0.5139108896255493
1607392619.7932234,27,0.8537598848342896
1607392690.3661416,28,0.5188559889793396
1607392766.1206555,29,0.5812912583351135
1607392856.4671319,30,0.7763790488243103
1607392948.6951704,31,0.660530149936676
1607393036.8217993,32,0.4380817711353302
1607393130.9346304,33,0.6804630160331726
1607393229.6133602,34,0.6264575123786926
1607393330.6890025,35,0.8971524238586426
1607393426.739965,36,0.9073930382728577
1607393521.9628532,37,0.7598607540130615
1607393604.8216076,38,0.7626469135284424
1607393683.9723408,39,1.1021944284439087
1607393758.8489728,40,0.9453341364860535
1607393839.8883677,41,0.5554509162902832
1607393923.2294085,42,0.7310784459114075
1607394022.0096684,43,0.594204843044281
1607394124.725261,44,0.7699340581893921
1607394219.0288355,45,0.612565279006958
1607394319.0144517,46,0.8497371077537537
1607394417.451095,47,0.48807457089424133
1607394521.7683637,48,0.7015129327774048
1607394619.143258,49,0.32811224460601807
1607394699.3454163,50,0.3915228545665741
1607394777.840706,51,0.45977628231048584
1607394855.6406515,52,0.5331055521965027
1607394930.3438032,53,0.4433169364929199
1607395004.7226472,54,0.851641058921814
1607395078.647312,55,0.9412498474121094
1607395152.8529017,56,0.9052507281303406
1607395229.4631245,57,0.3993474841117859
1607395304.472365,58,0.29132014513015747
1607395380.0297828,59,0.541907787322998
1607395458.8486543,60,0.40819039940834045
1607395535.169304,61,0.9415050148963928
1607395615.0285883,62,0.6885452270507812
1607395698.9967299,63,0.9149802327156067
1607395778.1243346,64,0.7067940831184387
1607395851.7821708,65,1.0238968133926392
1607395929.0202003,66,0.7444457411766052
1607396005.7341568,67,1.0172308683395386
1607396078.0481787,68,1.1683933734893799
1607396149.8715808,69,0.6090816855430603
1607396219.0350797,70,0.41814184188842773
1607396288.4172747,71,0.8745946884155273
1607396358.031583,72,1.0425280332565308
1607396427.4252875,73,0.6382267475128174
1607396497.589005,74,1.1173971891403198
