date,open,high,low,close,volume
1995-11-16,7.1964,7.3870,7.1964,7.2955,2428100
1995-11-17,7.3413,7.4366,7.3413,7.3870,618700
1995-11-20,7.5320,7.6731,7.4862,7.6731,1816800
1995-11-21,7.8180,7.8637,7.7226,7.8180,2167500
1995-11-22,7.9133,8.0087,7.9133,8.0087,1300800
1995-11-24,8.0087,8.1498,8.0087,8.0544,1268000
1995-11-27,8.1040,8.1040,8.0087,8.1040,2321500
1995-11-28,8.0087,8.0544,7.8180,8.0087,1556700
1995-11-29,8.0544,8.1040,7.9629,8.0544,712000
1995-11-30,8.0544,8.1040,8.0087,8.0087,673900
1995-12-01,8.1040,8.1498,8.0544,8.0544,867300
1995-12-04,8.2947,8.4396,8.1993,8.1993,1490800
1995-12-05,8.1498,8.2947,8.1498,8.2489,1085800
1995-12-06,8.5807,8.6760,8.3404,8.3900,3829300
1995-12-07,8.3900,8.3900,8.2489,8.2947,913200
1995-12-08,8.2489,8.2947,8.1993,8.1993,581100
1995-12-11,8.2947,8.5807,8.2489,8.4854,1026700
1995-12-12,8.5311,8.6265,8.5311,8.6265,1365100
1995-12-13,8.6760,8.7714,8.2947,8.7256,2456600
1995-12-14,8.7256,8.7714,8.5807,8.5807,1444600
1995-12-15,8.6265,8.6760,8.5311,8.6760,627800
1995-12-18,8.5311,8.5807,8.3404,8.4854,2478600
1995-12-19,8.4854,8.5311,8.3404,8.4854,1853000
1995-12-20,8.4854,8.4854,8.0087,8.2947,979600
1995-12-21,8.2947,8.2947,8.1498,8.2947,1340000
1995-12-22,8.1993,8.2489,8.1498,8.1993,573200
1995-12-26,8.0544,8.2489,8.0544,8.1993,297000
1995-12-27,8.1498,8.2489,8.1040,8.1498,343900
1995-12-28,8.1040,8.1040,8.0087,8.0544,575500
1995-12-29,8.0544,8.1993,8.0544,8.1498,551200
1996-01-02,8.1498,8.3404,8.1498,8.3404,875400
1996-01-03,8.3900,8.4854,8.3900,8.4854,1056600
1996-01-04,8.4396,8.4854,8.2489,8.2947,496200
1996-01-05,8.2947,8.2947,8.1498,8.1993,1431300
1996-01-08,8.1993,8.2489,8.1498,8.1993,410000
1996-01-09,8.1993,8.1993,8.1040,8.1040,1070800
1996-01-10,8.0544,8.1498,8.0087,8.0544,1140300
1996-01-11,8.2489,8.2947,8.1993,8.2489,1136000
1996-01-12,8.2489,8.2947,8.1040,8.2489,686800
1996-01-15,8.1993,8.2947,8.0544,8.1498,285700
1996-01-16,8.1993,8.2947,8.1498,8.2489,979800
1996-01-17,8.2947,8.3404,8.2489,8.2489,1461600
1996-01-18,8.2947,8.3404,8.2489,8.3404,1700700
1996-01-19,8.2947,8.2947,8.1498,8.1993,1047700
1996-01-22,8.2489,8.3404,8.1993,8.2489,743000
1996-01-23,8.1498,8.1993,8.0544,8.1040,1026000
1996-01-24,8.0087,8.0544,7.9629,8.0087,869800
1996-01-25,8.1040,8.1498,8.0544,8.1040,1064700
1996-01-26,8.1498,8.1993,8.1040,8.1993,575200
1996-01-29,8.1040,8.1993,8.0544,8.1498,1318300
1996-01-30,8.1993,8.1993,8.1040,8.1993,890400
1996-01-31,8.2489,8.2947,8.1040,8.1498,910500
1996-02-01,8.1498,8.1993,8.0544,8.1498,721700
1996-02-02,8.0544,8.1040,7.9629,8.0087,456600
1996-02-05,7.9133,7.9133,7.7226,7.8637,1635200
1996-02-06,7.9133,8.0544,7.8637,8.0087,863200
1996-02-07,7.9133,8.0544,7.9133,8.0544,1202100
1996-02-08,8.2489,8.2947,8.1040,8.2489,2889300
1996-02-09,8.1993,8.1993,8.0544,8.1040,689600
1996-02-12,8.1040,8.2489,8.0544,8.2489,2576600
1996-02-13,8.2489,8.3404,8.2489,8.2947,868400
1996-02-14,8.2947,8.3404,8.2489,8.2947,463400
1996-02-15,8.2489,8.3404,8.2489,8.2947,1681600
1996-02-16,8.2947,8.2947,8.2489,8.2947,430800
1996-02-20,8.1993,8.2489,8.1040,8.2489,1489700
1996-02-21,8.3900,8.4396,8.2489,8.4396,1770900
1996-02-22,8.4854,8.6265,8.4396,8.5311,1203300
1996-02-23,8.5311,8.5807,8.4854,8.5311,2725400
1996-02-26,8.5311,8.6760,8.4854,8.6265,2551500
1996-02-27,8.5807,8.6760,8.5311,8.6265,1850500
1996-02-28,8.6265,8.7256,8.5807,8.5807,715100
1996-02-29,8.6265,8.7256,8.5807,8.6265,1166600
1996-03-01,8.6760,8.7256,8.6265,8.6265,682500
1996-03-04,8.6760,8.8667,8.6760,8.8172,2020100
1996-03-05,8.7256,8.7943,8.7256,8.7714,889500
1996-03-06,8.7714,8.8667,8.7714,8.7714,1079000
1996-03-07,8.9163,8.9163,8.6760,8.6760,1512300
1996-03-08,8.5807,8.7256,8.4854,8.4854,1855800
1996-03-11,8.4396,8.5311,8.3900,8.5311,724700
1996-03-12,8.4396,8.5311,8.2947,8.5311,1424900
1996-03-13,8.5311,8.7256,8.4854,8.6760,2848300
1996-03-14,8.6760,8.7256,8.6760,8.6760,1082800
1996-03-15,8.6760,8.7714,8.6760,8.7714,1836300
1996-03-18,8.7256,8.8667,8.7256,8.8667,1042100
1996-03-19,8.8667,8.9163,8.8172,8.9163,2071100
1996-03-20,8.8172,8.9163,8.7714,8.8667,269100
1996-03-21,8.9163,9.0574,8.9163,8.9621,1470200
1996-03-22,9.0078,9.1032,9.0078,9.0574,1209600
1996-03-25,9.0574,9.2023,9.0574,9.1528,1713300
1996-03-26,9.1032,9.1032,9.0574,9.0574,513200
1996-03-27,9.1032,9.1032,8.9621,8.9621,536700
1996-03-28,8.9621,8.9621,8.8667,8.9621,440100
1996-03-29,8.9621,8.9621,8.7714,8.7714,794400
1996-04-01,8.8667,9.0078,8.8667,9.0078,256000
1996-04-02,9.0230,9.0727,8.9772,9.0727,340200
1996-04-03,8.9313,8.9313,8.7862,8.8817,1037500
1996-04-04,8.7862,8.7862,8.5455,8.6410,748000
1996-04-08,8.4538,8.5455,8.4042,8.4997,564600
1996-04-09,8.6907,8.7403,8.5952,8.6410,942200
1996-04-10,8.6410,8.6410,8.4997,8.4997,859800
1996-04-11,8.5455,8.5952,8.4997,8.5952,772900
1996-04-12,8.5952,8.5952,8.4997,8.4997,386000
1996-04-15,8.5455,8.5952,8.4997,8.5455,702700
1996-04-16,8.5455,8.5455,8.4538,8.5455,1117700
1996-04-17,8.5455,8.6410,8.4997,8.5455,1134200
1996-04-18,8.5455,8.7862,8.5455,8.6907,1662900
1996-04-19,8.7403,8.7403,8.6410,8.6907,854800
1996-04-22,8.7403,8.7403,8.4997,8.5952,1071500
1996-04-23,8.6410,8.9313,8.5952,8.9313,2751800
1996-04-24,8.9313,9.0230,8.8817,8.9772,1353800
1996-04-25,8.9772,9.0230,8.9772,8.9772,973700
1996-04-26,9.0230,9.1185,9.0230,9.0230,1080600
1996-04-29,8.9772,9.0230,8.9313,9.0230,240600
1996-04-30,8.9313,9.0230,8.8817,8.9772,414700
1996-05-01,8.9313,8.9772,8.8817,8.9313,226100
1996-05-02,8.8817,8.9313,8.8320,8.8817,611700
1996-05-03,8.8817,8.9313,8.7403,8.8320,1335300
1996-05-06,8.8320,8.8817,8.7403,8.8320,1113400
1996-05-07,8.8320,8.8817,8.7403,8.7862,498500
1996-05-08,8.6410,8.6410,8.4042,8.5952,3191100
1996-05-09,8.5455,8.5455,8.4538,8.4538,370600
1996-05-10,8.4997,8.4997,8.4042,8.4997,602600
1996-05-13,8.5455,8.5952,8.4997,8.5455,1316700
1996-05-14,8.5455,8.5952,8.4538,8.4997,1228600
1996-05-15,8.4042,8.4538,8.3545,8.3545,1278700
1996-05-16,8.4042,8.4538,8.3545,8.3545,1026000
1996-05-17,8.4042,8.4997,8.4042,8.4538,352500
1996-05-20,8.4538,8.4538,8.3545,8.4042,494900
1996-05-21,8.3545,8.4042,8.3087,8.3545,574300
1996-05-22,8.3545,8.4538,8.3087,8.4538,862500
1996-05-23,8.4538,8.6410,8.3545,8.4997,2447800
1996-05-24,8.4997,8.5455,8.4538,8.4997,328000
1996-05-28,8.4997,8.5455,8.4538,8.4997,334100
1996-05-29,8.5455,8.6410,8.5455,8.5952,2349100
1996-05-30,8.5455,8.5952,8.4997,8.5455,519300
1996-05-31,8.5455,8.5952,8.4538,8.5455,870900
1996-06-03,8.4538,8.4538,8.3545,8.3545,810900
1996-06-04,8.4042,8.4538,8.3545,8.4042,837900
1996-06-05,8.4042,8.5455,8.4042,8.4997,2543100
1996-06-06,8.4997,8.4997,8.4042,8.4042,2355400
1996-06-07,8.3545,8.4538,8.2628,8.4042,683900
1996-06-10,8.4042,8.4997,8.4042,8.4538,687100
1996-06-11,8.4538,8.4538,8.3545,8.4538,551900
1996-06-12,8.4042,8.4538,8.3545,8.3545,1562100
1996-06-13,8.4042,8.4042,8.3087,8.4042,696400
1996-06-14,8.4538,8.4997,8.4042,8.4042,1011100
1996-06-17,8.4997,8.6410,8.4997,8.6410,1168900
1996-06-18,8.6907,8.8817,8.6907,8.8320,2210300
1996-06-19,8.7862,8.8817,8.7403,8.8817,1429000
1996-06-20,8.8320,8.8817,8.8320,8.8817,1980700
1996-06-21,8.8320,8.8817,8.7862,8.8320,1035700
1996-06-24,8.8320,8.9313,8.7862,8.8817,1026000
1996-06-25,8.9772,8.9772,8.8817,8.9772,2176600
1996-06-26,8.9772,8.9772,8.8320,8.8320,299900
1996-06-27,8.7403,8.7862,8.6907,8.7403,621900
1996-06-28,8.7862,8.9772,8.7403,8.9772,2376500
1996-07-01,8.9313,8.9772,8.8817,8.9772,1254700
1996-07-02,8.9772,8.9772,8.8817,8.8817,1180900
1996-07-03,8.8320,8.8817,8.6907,8.8320,1900400
1996-07-05,8.8320,8.9313,8.7862,8.9313,708400
1996-07-08,8.8320,8.9313,8.7403,8.8320,1140300
1996-07-09,8.8817,8.9313,8.8320,8.8817,783100
1996-07-10,8.8320,8.8320,8.7403,8.8320,1028300
1996-07-11,8.7403,8.7403,8.4538,8.4997,1407500
1996-07-12,8.5455,8.6410,8.4997,8.6410,950600
1996-07-15,8.5952,8.5952,8.3545,8.4538,977100
1996-07-16,8.3545,8.4042,8.1635,8.4042,2405900
1996-07-17,7.9763,8.0680,7.8311,7.8770,8505800
1996-07-18,7.9266,7.9763,7.7853,7.8311,6284800
1996-07-19,7.8770,7.8770,7.7356,7.7853,1899700
1996-07-22,7.7853,7.7853,7.4988,7.5905,2780400
1996-07-23,7.5446,7.5446,7.3536,7.3536,2838100
1996-07-24,7.1130,7.2581,7.0671,7.2085,2350400
1996-07-25,7.3078,7.3995,7.3078,7.3995,1850500
1996-07-26,7.4988,7.5446,7.4491,7.4988,812500
1996-07-29,7.4988,7.4988,7.3995,7.3995,399500
1996-07-30,7.4491,7.4988,7.3536,7.4988,614200
1996-07-31,7.4988,7.5905,7.4988,7.5905,1723800
1996-08-01,7.6401,7.8311,7.5905,7.8311,1174500
1996-08-02,7.8770,7.8770,7.8311,7.8770,734200
1996-08-05,7.8770,7.8770,7.6860,7.7356,1517100
1996-08-06,7.7356,7.7356,7.6401,7.7356,1235400
1996-08-07,7.7853,7.8311,7.6860,7.7356,928200
1996-08-08,7.7853,7.8311,7.7356,7.8311,642000
1996-08-09,7.7853,7.7853,7.7356,7.7853,940200
1996-08-12,7.7356,7.7853,7.7356,7.7356,226100
1996-08-13,7.7356,7.7853,7.6860,7.6860,637000
1996-08-14,7.6860,7.7356,7.6860,7.6860,575700
1996-08-15,7.7356,7.7853,7.6860,7.7356,1642900
1996-08-16,7.7356,7.7356,7.6860,7.7356,723500
1996-08-19,7.7356,7.8311,7.7356,7.8311,455700
1996-08-20,7.7853,7.7853,7.6860,7.7356,914400
1996-08-21,7.7356,7.7356,7.6860,7.7356,1017400
1996-08-22,7.6401,7.6860,7.5905,7.6631,831700
1996-08-23,7.9763,8.0221,7.8311,7.9763,2931800
1996-08-26,7.9266,7.9763,7.8311,7.9266,820700
1996-08-27,7.9266,7.9763,7.9266,7.9763,1545400
1996-08-28,8.1635,8.1635,8.0680,8.0680,2846300
1996-08-29,8.0680,8.0680,8.0221,8.0221,1333900
1996-08-30,8.0680,8.1176,8.0680,8.1176,748900
1996-09-03,8.0680,8.1635,8.0680,8.1176,1445500
1996-09-04,8.1176,8.1635,8.1176,8.1176,462500
1996-09-05,8.1176,8.1176,8.0221,8.0221,1225500
1996-09-06,8.0221,8.1176,8.0221,8.1176,1066500
1996-09-09,8.1176,8.2132,8.1176,8.2132,912800
1996-09-10,8.2132,8.2132,8.1176,8.1176,195300
1996-09-11,8.1176,8.1176,8.0680,8.0680,898500
1996-09-12,8.0680,8.0680,7.9763,8.0221,601500
1996-09-13,8.1176,8.1176,8.0221,8.0680,618200
1996-09-16,8.0680,8.1176,8.0680,8.1176,1188600
1996-09-17,8.0833,8.0833,7.9417,8.0833,1304200
1996-09-18,7.9914,7.9914,7.9417,7.9914,558500
1996-09-19,8.0833,8.0833,7.9914,8.0833,831300
1996-09-20,8.0373,8.0373,7.8919,7.9417,779400
1996-09-23,7.8919,7.8919,7.7503,7.8460,987300
1996-09-24,7.8460,7.8919,7.8000,7.8460,1420600
1996-09-25,7.8919,7.9914,7.8919,7.9914,3027800
1996-09-26,7.9914,7.9914,7.9417,7.9914,2161800
1996-09-27,7.9417,7.9914,7.9417,7.9914,284100
1996-09-30,7.9914,8.0373,7.9914,7.9914,798200
1996-10-01,8.0373,8.0373,7.9914,8.0373,1108600
1996-10-02,8.0373,8.1330,8.0373,8.0833,1090700
1996-10-03,8.0373,8.0833,7.9914,8.0833,500500
1996-10-04,8.1790,8.3703,8.1330,8.3703,1693400
1996-10-07,8.5158,8.5158,8.4698,8.4698,758200
1996-10-08,8.5158,8.6114,8.5158,8.5158,1270700
1996-10-09,8.5158,8.5158,8.2785,8.3703,1541300
1996-10-10,8.3703,8.4698,8.3244,8.4201,821600
1996-10-11,8.6114,8.7569,8.5617,8.7071,1221400
1996-10-14,8.8028,8.8487,8.8028,8.8028,612400
1996-10-15,8.7071,8.7071,8.5617,8.6574,615500
1996-10-16,8.7569,8.7569,8.6114,8.7569,2908700
1996-10-17,8.8028,8.8487,8.7569,8.8028,621400
1996-10-18,8.8985,9.0401,8.8028,8.9482,698200
1996-10-21,8.9482,8.9482,8.7569,8.8028,1683700
1996-10-22,8.7071,8.7071,8.5158,8.5158,3162800
1996-10-23,8.5158,8.7569,8.4698,8.7569,3218900
1996-10-24,8.7569,8.7798,8.7071,8.7071,878800
1996-10-25,8.6574,8.7071,8.6574,8.7071,875700
1996-10-28,8.6114,8.6574,8.5617,8.6114,650400
1996-10-29,8.5617,8.6114,8.5158,8.5617,1322800
1996-10-30,8.5617,8.6574,8.5617,8.5617,443000
1996-10-31,8.6114,8.6574,8.5617,8.6574,1263500
1996-11-01,8.6114,8.6114,8.5617,8.6114,1429900
1996-11-04,8.6574,8.7071,8.6114,8.6574,1191700
1996-11-05,8.7071,8.7951,8.6574,8.7951,808000
1996-11-06,8.7071,8.8028,8.6574,8.7071,1473600
1996-11-07,8.6114,8.6114,8.5158,8.5617,1386900
1996-11-08,8.5617,8.6114,8.5158,8.6114,398200
1996-11-11,8.5617,8.6114,8.5617,8.6114,369000
1996-11-12,8.3244,8.4201,8.1330,8.2287,4104400
1996-11-13,8.1330,8.1790,7.9914,8.0833,2982800
1996-11-14,8.1330,8.1790,8.0833,8.1790,1538100
1996-11-15,8.1790,8.2287,8.1330,8.2287,827900
1996-11-18,8.1330,8.1790,8.0373,8.1330,1672600
1996-11-19,8.0833,8.1330,8.0373,8.1330,1870200
1996-11-20,8.1330,8.2785,8.0833,8.2785,1200500
1996-11-21,8.2287,8.3244,8.1790,8.2785,988200
1996-11-22,8.3244,8.3244,8.2287,8.2785,793500
1996-11-25,8.2287,8.3244,8.1790,8.3244,597000
1996-11-26,8.2785,8.3244,8.2287,8.2287,817700
1996-11-27,8.2287,8.2287,8.0833,8.1330,341400
1996-11-29,8.0833,8.1330,8.0833,8.1330,175600
1996-12-02,8.0373,8.0373,7.9417,7.9914,3403400
1996-12-03,7.8460,7.8460,7.7005,7.7005,2431000
1996-12-04,7.7005,7.8000,7.7005,7.7503,2385500
1996-12-05,7.8460,7.8919,7.8000,7.8919,1309200
1996-12-06,7.6546,7.8460,7.6546,7.8460,3068100
1996-12-09,7.8000,7.9417,7.8000,7.9417,714500
1996-12-10,8.0373,8.1330,7.9914,8.0833,1715400
1996-12-11,7.9914,7.9914,7.8460,7.8919,1167900
1996-12-12,7.9417,7.9417,7.8000,7.8000,1153000
1996-12-13,7.7503,7.8000,7.7005,7.8000,1928700
1996-12-16,7.8000,7.8460,7.7005,7.7503,1775600
1996-12-17,7.8000,7.8919,7.7503,7.8919,1559400
1996-12-18,7.8919,7.8919,7.8000,7.8460,1997700
1996-12-19,7.8919,8.0373,7.8460,7.9914,2230200
1996-12-20,8.0373,8.1330,7.9914,7.9914,1586800
1996-12-23,7.9417,7.9914,7.8460,7.8460,591500
1996-12-24,7.8919,7.8919,7.8000,7.8919,219600
1996-12-26,7.9417,7.9417,7.8919,7.9417,328700
1996-12-27,7.9914,7.9914,7.8460,7.8460,328500
1996-12-30,7.8919,7.9417,7.8919,7.9417,440800
1996-12-31,8.0373,8.0373,7.9914,7.9914,540100
1997-01-02,7.9914,7.9914,7.8919,7.9914,596500
1997-01-03,7.9914,8.0373,7.9914,8.0373,536300
1997-01-06,8.0833,8.0833,7.9914,8.0373,467500
1997-01-07,8.0833,8.1790,8.0373,8.1790,599500
1997-01-08,8.1790,8.1790,8.0373,8.0373,537400
1997-01-09,8.0373,8.2287,8.0373,8.1790,1217100
1997-01-10,8.0373,8.0833,7.9914,8.0833,682800
1997-01-13,8.0833,8.1330,8.0373,8.0373,363300
1997-01-14,8.0833,8.2287,8.0833,8.1790,900300
1997-01-15,8.1790,8.1790,8.0833,8.1330,294900
1997-01-16,8.1330,8.2287,8.1330,8.2287,1912800
1997-01-17,8.1330,8.1330,8.0833,8.1330,409300
1997-01-20,8.1330,8.1330,8.0373,8.1330,801400
1997-01-21,8.0833,8.1330,8.0373,8.1330,477200
1997-01-22,8.0833,8.1330,8.0833,8.1330,721300
1997-01-23,8.1330,8.2287,8.0373,8.1330,1795300
1997-01-24,8.1330,8.1330,7.9417,7.9417,1278900
1997-01-27,7.9417,7.9914,7.8919,7.9417,1122400
1997-01-28,7.9417,7.9417,7.8460,7.8460,899000
1997-01-29,7.8460,7.8460,7.7005,7.7503,3125200
1997-01-30,7.7005,7.7005,7.6049,7.7005,1945600
1997-01-31,7.7503,7.8919,7.7503,7.8460,1388900
1997-02-03,7.8460,7.9417,7.8460,7.8919,3159400
1997-02-04,7.8460,7.9417,7.8000,7.9417,732800
1997-02-05,7.9914,8.1790,7.9417,8.0833,1951100
1997-02-06,7.9914,8.0373,7.8919,7.9914,2144200
1997-02-07,7.9914,7.9914,7.9417,7.9417,1049800
1997-02-10,7.8919,7.8919,7.7503,7.8000,1366700
1997-02-11,7.8000,7.8460,7.8000,7.8460,1151200
1997-02-12,7.8460,7.9417,7.8000,7.9417,5190400
1997-02-13,7.9417,7.9417,7.8460,7.8919,2741700
1997-02-14,7.8000,7.8460,7.7503,7.8460,2695200
1997-02-18,7.8460,7.9417,7.8460,7.8919,2280900
1997-02-19,7.8919,7.9417,7.8460,7.9417,621200
1997-02-20,7.8919,7.8919,7.8000,7.8460,419700
1997-02-21,7.8919,7.9417,7.8460,7.8919,847100
1997-02-24,7.9417,8.1330,7.8919,8.1330,2100300
1997-02-25,8.4201,8.4698,8.2785,8.3703,4948800
1997-02-26,8.3244,8.3703,8.2785,8.3244,1378500
1997-02-27,8.2785,8.2785,8.1330,8.1790,1678500
1997-02-28,8.1330,8.1330,8.0833,8.1330,526800
1997-03-03,8.0833,8.1330,8.0373,8.0833,541000
1997-03-04,8.1330,8.1790,8.1330,8.1330,1162700
1997-03-05,8.0833,8.1330,8.0373,8.0833,501700
1997-03-06,8.1330,8.1330,8.0833,8.0833,680500
1997-03-07,8.0833,8.1330,8.0373,8.1330,242700
1997-03-10,8.1330,8.1330,8.0833,8.1330,437400
1997-03-11,8.2287,8.2785,8.2287,8.2785,1041400
1997-03-12,8.2287,8.2785,8.1790,8.1790,399500
1997-03-13,8.1790,8.2287,8.1330,8.1790,408600
1997-03-14,8.1790,8.1790,7.9417,7.9914,2656300
1997-03-17,7.7503,7.8460,7.7005,7.8460,1853300
1997-03-18,7.7005,7.7005,7.5589,7.6049,1948600
1997-03-19,7.4135,7.5130,7.3676,7.3676,2554200
1997-03-20,7.4135,7.4632,7.2719,7.3216,2349100
1997-03-21,7.1264,7.2221,7.0805,7.1762,3468600
1997-03-24,7.3216,7.3676,7.2221,7.3216,2053400
1997-03-25,7.2719,7.2719,7.1762,7.2221,896700
1997-03-26,7.2221,7.2221,7.1264,7.1264,2127000
1997-03-27,7.1264,7.1762,6.9848,7.0346,1111600
1997-03-31,7.0346,7.0346,6.8432,6.8891,846500
1997-04-01,6.9039,6.9998,6.8578,6.9998,839200
1997-04-02,6.9039,6.9269,6.8080,6.8578,592200
1997-04-03,6.8578,6.9039,6.8080,6.9039,1162500
1997-04-04,6.8578,6.9039,6.8080,6.9039,612400
1997-04-07,6.9039,6.9499,6.9039,6.9499,1642900
1997-04-08,6.9039,6.9499,6.9039,6.9039,784000
1997-04-09,6.9499,6.9998,6.9499,6.9998,271000
1997-04-10,6.9998,6.9998,6.9039,6.9499,665800
1997-04-11,6.9039,6.9039,6.8080,6.8578,853900
1997-04-14,6.8080,6.9039,6.8080,6.8578,372600
1997-04-15,6.9039,6.9998,6.9039,6.9998,528800
1997-04-16,6.9499,6.9998,6.9039,6.9998,2073300
1997-04-17,6.9499,7.0496,6.9039,6.9998,554600
1997-04-18,7.0956,7.1915,7.0956,7.1915,414000
1997-04-21,7.1915,7.1915,7.1417,7.1417,381400
1997-04-22,7.1915,7.2874,7.1417,7.2874,756400
1997-04-23,7.2376,7.2376,7.1915,7.2376,381400
1997-04-24,7.1915,7.2376,6.9499,6.9499,971700
1997-04-25,6.9998,7.0496,6.9499,7.0496,628400
1997-04-28,7.0496,7.0956,6.9998,7.0496,596100
1997-04-29,7.0956,7.1915,7.0956,7.1915,349500
1997-04-30,7.0956,7.0956,7.0496,7.0956,547600
1997-05-01,7.0956,7.1417,7.0956,7.1417,354900
1997-05-02,7.0956,7.1417,7.0496,7.0956,904200
1997-05-05,7.0496,7.1417,7.0496,7.1417,245400
1997-05-06,7.0496,7.1417,6.9998,7.0956,920700
1997-05-07,7.1417,7.1915,7.0496,7.0956,1514300
1997-05-08,7.1417,7.1915,7.0956,7.1417,746400
1997-05-09,7.1915,7.2376,7.1417,7.1915,611500
1997-05-12,7.1915,7.1915,7.1417,7.1417,223200
1997-05-13,7.1417,7.1417,6.9998,6.9998,618500
1997-05-14,6.8578,6.8578,6.7581,6.8578,1817700
1997-05-15,6.8080,6.8578,6.8080,6.8080,568000
1997-05-16,6.9039,6.9039,6.8080,6.8578,611500
1997-05-19,6.8578,6.8578,6.8080,6.8578,456100
1997-05-20,6.8578,6.9039,6.8080,6.9039,978900
1997-05-21,6.9039,6.9499,6.8578,6.9039,2575900
1997-05-22,6.9039,6.9039,6.8578,6.9039,363100
1997-05-23,6.8080,6.8578,6.7581,6.8578,531800
1997-05-27,6.8080,6.8080,6.6162,6.6162,1551700
1997-05-28,6.6622,6.7581,6.6162,6.7121,1885000
1997-05-29,6.7121,6.7581,6.6622,6.7581,2416300
1997-05-30,6.7581,6.8080,6.7121,6.8080,1374200
1997-06-02,6.7581,6.8080,6.7581,6.7581,1233400
1997-06-03,6.7581,6.8080,6.7581,6.8080,1339600
1997-06-04,6.7121,6.7581,6.7121,6.7121,1719500
1997-06-05,6.6622,6.7581,6.6622,6.7581,2016500
1997-06-06,6.7581,6.7581,6.7121,6.7581,447300
1997-06-09,6.7581,6.7581,6.7121,6.7581,678700
1997-06-10,6.8080,6.8578,6.7581,6.8080,471500
1997-06-11,6.8578,6.9039,6.8080,6.9039,1216400
1997-06-12,7.0956,7.1417,6.9998,7.0956,3925000
1997-06-13,7.0956,7.1915,7.0496,7.0956,712900
1997-06-16,7.0956,7.0956,6.9998,6.9998,332500
1997-06-17,7.0496,7.0496,6.9499,6.9998,710800
1997-06-18,6.9998,7.0496,6.9499,6.9499,693200
1997-06-19,7.1417,7.1915,7.0956,7.1417,1784400
1997-06-20,7.1915,7.2376,7.1417,7.1915,1187000
1997-06-23,7.3833,7.3833,7.2376,7.2376,1335500
1997-06-24,7.2874,7.3833,7.2644,7.3833,1470200
1997-06-25,7.4562,7.4792,7.3833,7.4063,1096400
1997-06-26,7.4063,7.4293,7.3373,7.3603,1360600
1997-06-27,7.3603,7.3603,7.2644,7.2874,718300
1997-06-30,7.2874,7.3833,7.2376,7.3833,481500
1997-07-01,7.4063,7.4293,7.3833,7.3833,678000
1997-07-02,7.4562,7.4792,7.4293,7.4792,612100
1997-07-03,7.4792,7.5022,7.4562,7.4792,974100
1997-07-07,7.5022,7.5291,7.4293,7.4562,554600
1997-07-08,7.4792,7.4792,7.4562,7.4792,635200
1997-07-09,7.4562,7.4792,7.3603,7.3833,365100
1997-07-10,7.3833,7.4293,7.3603,7.4063,238300
1997-07-11,7.3833,7.3833,7.2874,7.2874,401800
1997-07-14,7.1417,7.1685,7.0956,7.1187,843700
1997-07-15,7.0956,7.0956,7.0496,7.0956,951700
1997-07-16,7.0956,7.0956,6.9998,7.0228,741900
1997-07-17,7.0956,7.0956,7.0228,7.0726,1112900
1997-07-18,7.0726,7.0726,7.0496,7.0726,233100
1997-07-21,7.0496,7.0496,6.9767,6.9767,377600
1997-07-22,6.9767,6.9998,6.9269,6.9767,1391000
1997-07-23,7.0496,7.0496,6.9499,6.9499,766500
1997-07-24,6.9767,6.9767,6.9269,6.9767,720100
1997-07-25,6.9767,6.9767,6.9499,6.9767,302000
1997-07-28,7.1417,7.2376,7.0956,7.2145,1251900
1997-07-29,7.2376,7.2644,7.1685,7.1915,1081900
1997-07-30,7.1685,7.1685,7.0496,7.0956,1313100
1997-07-31,7.0496,7.0956,7.0228,7.0726,524700
1997-08-01,7.0228,7.0496,6.9499,7.0496,985900
1997-08-04,6.9499,6.9767,6.9269,6.9499,449100
1997-08-05,6.9039,6.9998,6.8578,6.9499,1746200
1997-08-06,6.9499,6.9499,6.9039,6.9499,728300
1997-08-07,6.9039,6.9039,6.8310,6.9039,1054700
1997-08-08,6.8080,6.8080,6.7351,6.7581,1412700
1997-08-11,6.7351,6.7581,6.7121,6.7351,743900
1997-08-12,6.7121,6.7351,6.7121,6.7121,3180200
1997-08-13,6.7351,6.7351,6.7121,6.7121,1052500
1997-08-14,6.7351,6.7351,6.7121,6.7351,1019400
1997-08-15,6.7351,6.7351,6.6891,6.6891,1025800
1997-08-18,6.6891,6.7121,6.6891,6.7121,618900
1997-08-19,6.7121,6.7351,6.6891,6.7121,267800
1997-08-20,6.7121,6.8080,6.6891,6.8080,1717200
1997-08-21,6.7581,6.7850,6.6891,6.7121,2969600
1997-08-22,6.6622,6.7351,6.6392,6.7351,1418600
1997-08-25,6.7351,6.7581,6.7121,6.7351,1827500
1997-08-26,6.7351,6.8578,6.7121,6.8578,2061800
1997-08-27,6.9269,6.9499,6.8578,6.9269,1409300
1997-08-28,6.9039,6.9269,6.8310,6.8809,4169300
1997-08-29,6.8809,6.9499,6.8809,6.9269,1466600
1997-09-02,6.9998,7.0956,6.9998,7.0956,906700
1997-09-03,7.0726,7.1417,7.0726,7.0956,1150300
1997-09-04,7.0956,7.1417,7.0956,7.1417,954700
1997-09-05,7.1417,7.2145,7.1187,7.1417,522000
1997-09-08,7.1417,7.1685,7.1417,7.1417,264400
1997-09-09,7.1329,7.1560,7.1098,7.1098,541500
