CRP,BCRP,OLMAR,PAMR,RMR,WMAMR,EG,ONS,UP
-0.004054120530079475,0.00974110586575283,0.022119999753799746,0.022119999753799746,0.022119999753799746,0.022119999753799746,-0.004057651741755874,-0.0027865602934258327,-0.004399254039546441
0.0035202413691421963,0.008984657205171498,0.026569999709300074,0.01588747573065663,0.026569999709300074,0.02846245735892139,0.0035143658115144305,0.005627645945471604,0.0036604949819591948
0.0004880652752192738,-0.0077626680490456845,-2.5000002068509275e-11,0.006458293734520781,-2.5000002068509275e-11,0.018819999786800157,0.0004864693436394951,0.0010623623422756356,0.0004405300467476003
0.009702421777976866,0.008775000412615253,-0.029409999732370684,-0.029409999732370684,-0.029409999732370684,-0.029409999732370906,0.009710332542386624,0.006922010411095636,0.009734511052096995
0.0006888947787753175,0.0011634213556881434,-2.5000002068509275e-11,-2.5000002068509275e-11,-2.5000002068509275e-11,-2.5000002068509275e-11,0.0006821686597833221,0.0027326330519850117,0.0005382154606410339
-0.003004401356652142,-0.0065709649261527225,-2.5000002068509275e-11,-0.021149999814557008,-2.5000002068509275e-11,-2.5000002068509275e-11,-0.0030072637620982556,-0.001976151568092943,-0.0028810440232946988
-0.00507249682833788,0.008556052311571527,0.030299999672000588,-2.5000002068509275e-11,-2.5000002068509275e-11,0.030299999672000588,-0.005075402169328447,-0.004028406789078232,-0.0050057543200308086
0.010486117086673907,0.010559489471100969,0.012199999853000021,0.01050932921054537,0.012899999845999766,-2.5000113090811737e-11,0.010485749407003198,0.010623583869669329,0.010555752845822663
0.001458307626631905,0.016588806216676577,0.006589999909100364,0.006323495266439716,0.006589999909100364,-0.00959661630868458,0.0014550634445433808,0.002438270762207706,0.0013769503199680955
0.0003165173539902977,0.007660616276507826,-0.02400999978610041,-0.01669543091672754,-0.0240099997861003,-0.01234999990211727,0.0003246500800442309,-0.002351306327198377,0.0002793317758009728
0.0075399211030828805,0.005918474263365114,0.0027399999475998804,0.0027399999475996584,0.0027399999475998804,0.0027399999475998804,0.007539677406071643,0.007452848148902014,0.007165244201015719
