nyse_n_TD3_window_3_predictor_lstm_rmr-pred,nyse_n_TD3_window_7_predictor_lstm_rmr-pred,nyse_n_TD3_window_11_predictor_lstm_rmr-pred,nyse_n_TD3_window_14_predictor_lstm_rmr-pred
0.022119999753799746,-0.02094295055312645,0.0014330924865628702,-0.01644999986132245
0.032479999650199876,0.026569867674411052,-0.01343999987850375,-0.013409999891570434
0.0030199658174738797,0.018819677349801056,-5.225061605607095e-09,0.013589999839100031
-0.009928245324855034,0.009249999882615656,0.006540154986221847,0.016729999807699958
-0.014273034132072593,0.00906645656817573,-0.008749883344986609,0.019657459028613822
-0.004196778677670099,-0.020661545591746155,0.015889623908308614,7.137868074380549e-11
-0.004120154109970242,-0.015214509440073853,-0.010868292222870779,-0.019209999833860625
0.030499999669999944,0.014429999854199238,-0.003109999879700176,-0.006549999959827191
-0.0065799999592709435,-0.011046129324721043,-2.5000002068509275e-11,0.0065899999091001416
-0.002103643114427789,0.004499999930000165,0.003119999943800078,-0.01964999982948279
0.01994999514240381,0.0022200025888234887,0.0022199999517622526,0.02004999977450006
0.0032299999427003456,0.0009099999444885931,0.015289999822308609,0.003239999942600269
-0.022428628761041902,-0.027300681108651803,-0.002999989472933784,-0.003229999992861776
0.021539999485479466,-0.006832638350243281,-0.008799592360983488,-0.0030702162393045906
-2.5000113090811737e-11,0.020709999767178466,0.014609999641670424,0.02856999878435018
0.020529999769700158,-0.013549999889567954,-0.025929895987829688,1.1166589874989086e-09
-0.009765269144618838,-0.0060988118933056334,-0.009030012447488023,-0.025574408798609505
0.0014269706667264792,0.003764560085528501,0.005461840278560448,0.003259746961397747
-0.0085198498019744,0.005963433403782803,-0.008799999934827607,-2.464317638839475e-11
-0.012779999573044876,-1.4963693159786295e-05,0.006679999843182349,0.02856037023368163
-0.001451629296743362,-0.003349973408205753,0.001324146968791462,-0.0033499999916674073
0.01442001404982296,0.016729999807699736,0.015159998021958998,0.016729999807699958
-0.016299999862815273,0.0022005775749638357,0.0014999999600000535,0.028569916903318893
-0.029789999728589422,0.01599454465230976,-0.017889999846994686,0.006137767505791869
0.010209999872900166,0.006869999898719836,-0.004559999979628082,-2.5000113090811737e-11
0.021192058747777853,0.014139786054161219,0.024399999731000266,0.015879999816199808
-0.014529999876938371,-0.006217885156823422,0.0021452394388323803,-0.00935999993186809
-0.0012899429313667499,-0.007009999956830937,0.010469999673816455,-0.00943999993107214
0.001289615927204446,0.006966163930109515,-0.027343455427267904,-0.006399999961319902
-0.020429999821721223,-0.0030600485329270732,-0.015499999870031367,0.0032199999428002
-0.017339999852467036,0.015739999817571793,0.015739999768777713,-0.00641999996112097
0.014109999833900044,0.0066599999084002715,-0.0031899999933850953,0.0032299999426999015
0.006849980153565305,-0.00222000000290834,0.004519999929793794,0.009590161075631931
-0.046099999513521395,-0.0021799994230444764,-0.02571999976908612,0.028569986325001295
0.001609999958900099,-0.0031303647743710084,0.0032462178932031183,-0.003129999993856325
-0.016164931151947837,-2.5013768834014627e-11,0.003726324041563256,-2.5000002068509275e-11
-0.0037081026971124142,-2.5000002068509275e-11,0.0032863972108791994,-2.5000002068509275e-11
0.008379213963939591,0.019069999776241353,0.022950000441198437,0.019069999784278924
0.01502384060142714,4.991562718714704e-11,0.006409999906370256,4.699942657282463e-10
0.007568302388750059,1.9165540154908456e-07,0.0150199993525304,8.582946233737232e-07
-0.0054974165430144994,-1.4283868532416477e-08,-0.0014700000103734512,-0.012419619322542763
0.0011645826909960633,-1.928013304564047e-11,-0.008899999936445413,-0.0031599999935578715
0.026599999709000288,-0.0023352746404249336,-0.025449999771772203,0.015779999817199464
0.01484049070142146,-0.004459999980619078,-2.5000002068509275e-11,1.6068638641897337e-08
0.006829712766178053,-0.01318394830046854,-0.0036199999889733325,-0.003069999740817342
-2.5000002068509275e-11,0.009079999886574264,1.5763975080185233e-05,0.00571133227632914
0.011019999864799956,-0.020279999823213712,-0.006479999960487093,-3.06545527850588e-08
0.007269999902283164,0.006869991295797018,-0.016349999856690167,-8.44213587924969e-09
-0.011460978534821087,0.006179999913200174,-0.00995999992525054,0.006179999913200174
0.01112470596992332,0.01529999982199981,0.006238339857754127,0.015299999822000032
-0.010659999822230981,-0.02106958002126602,0.003339999941599947,-0.021119999814856016
0.00811989003004232,0.006049876957479494,0.0033199999417998782,0.0030899999440998638
0.0037699999373002058,1.3702783423275022e-05,0.029799999663880916,0.009179999883200063
-0.0018590898674917256,-0.001448312965530385,-0.0035899999989074116,-0.003049999994652497
0.0018520842571465579,3.368684431626079e-06,-0.010869786977406815,-2.5000002068509275e-11
-0.010122232242245843,0.0030599999444003156,-0.007924903788368853,0.0030599999444003156
0.00017828825064003517,0.006109999913900266,-0.0031999999931604517,1.6402346865174167e-06
-0.006676475656862135,0.009039999884600025,-0.0015900000091795263,0.008972116347948367
-0.014379999881918959,-0.0030099999950826684,0.0048099999269000104,-2.128181004990015e-05
0.0036499999384997928,-0.008989999935549609,0.009589999879099809,-0.008989999935549498
-0.007048656248259344,0.0030399999445998027,-0.011449999811905753,0.0030399999445995807
0.015009999824899811,0.051349999461407725,-0.011579999909768879,0.05134999946149987
-0.006799998535807039,-0.004789999977331538,0.01238999985110012,0.025859999716400406
0.020459672636314208,0.009569999879300184,-0.0030599999945480905,-0.014009999885600921
-1.2122813906056962e-06,-0.001649405192392428,-0.006139999963906906,-6.778022587639043e-11
-0.02577948971649746,-0.0014193246707108198,0.006179999913200174,-2.116207209468257e-11
-0.0024199855713302743,-0.018909999836845492,-0.03986999948109682,6.658895657096764e-12
-0.0218602580178765,-0.017119999854655954,-0.003199999995177394,-0.019919999462391313
-0.002942521552799282,0.011619999858797803,0.009599999878999066,0.011619999858799801
0.003869999933129087,0.02297999974519982,0.003179999943191847,0.022979999745199597
0.0038599999364004045,0.0056399999186000915,-0.016520124321318552,0.0056399999185998695
0.007972945523359698,0.014569999814150636,0.012569999848640379,0.030299999194676852
-0.003809999987090529,5.4291818776031064e-05,0.029039999684599804,0.0027875317083092543
-2.2389090581498294e-11,-0.007019999952748601,0.03226999965229993,0.019479999780200208
0.042149999553500406,0.028194293648986735,0.031259999662399895,0.013579999839199886
0.018369999791299385,-0.0136699990925494,-0.0032099999072503493,-2.5000002068509275e-11
0.0055892973522773115,0.00539999992099971,-0.012869999896939488,0.005399999920999932
-0.00719953505791493,-0.010689999918631843,0.022819998099983696,-0.010689999918634174
-0.03309999969564881,-2.4999113890089575e-11,-0.0032199999929609646,-2.5000002068509275e-11
0.038029999594342945,-0.010809999917440583,-2.5000002068509275e-11,-0.01080999991744036
0.054939999425599684,0.03276999964729965,0.017959999795400083,0.03276999964729965
0.008639964314414605,-1.5904460448634694e-07,0.009339996904669468,-2.0553894419794716e-07
-0.007099991832352659,-0.004707904567157417,-0.009249999932962494,-8.816659957666673e-08
-0.0014447887679183147,-0.002677677376381582,-0.016561962953333897,-2.5000002068509275e-11
0.002397580072613259,-0.0038099503586503936,-0.00022006667170770822,0.006949999905499826
-0.014580556476409545,0.01002494772694118,0.003840641837691283,-0.015959999866197894
-0.007409999951270452,-0.00014181371604626847,0.011549999676982114,-2.4999891046206812e-11
-0.014859999876975283,0.01336821134284838,-0.0032700000474318314,0.013509999839899978
0.0037699997434086363,0.005329999921700246,-0.007689999948484294,0.005329999921700246
0.01881999978680038,0.018619999788800357,-0.009310356397422948,0.018619999788800357
0.029205050934375087,-0.007809999947290813,-0.0070099999537780455,-0.007809999947290813
-0.04029999959044028,-0.008495575090557872,-0.0023489422975824237,-2.5000113090811737e-11
0.008679028208130157,0.007869999540250028,-0.01956999983022034,0.00786999989606052
0.0056102873759154015,-0.01828000084932979,0.011969999855300228,-0.0008155772516497128
-0.001369229483629275,-0.005309999972163193,0.007899999896002985,0.012005573417381399
-0.01136999432989072,-0.013329999892366273,-0.007949999942220232,-0.013329999892366384
0.005749981475327459,0.004679968016764846,-0.016029999794785588,-0.013569999889978424
-0.01425934902790571,-0.0069900001087886965,-0.013209999893560531,-0.002739999997736997
0.005819596825731743,0.009966995802745071,-0.0033399999917670398,0.002749999947500248
